_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,choose_one_of_the_sentiments_below,choose_one_of_the_sentiments_below:confidence,choose_one_of_the_sentiments_below_gold,id,sentence
1217405277,false,finalized,3,4/24/2017 05:47:56,positive,0.6424,,373,"While it is one part a coming-of-age story and one part a story of girls and mothers, Girlhood is just as much about the attainment of wisdom."
1217405278,false,finalized,3,4/24/2017 05:15:21,positive,1.0,,374,"It shows a fascination with the criminal justice system, and amazing access to the people caught in its wheels."
1217405279,false,finalized,3,4/24/2017 05:17:31,positive,0.661,,375,"Chilling, depressing, yet guardedly optimistic."
1217405280,false,finalized,3,4/24/2017 05:17:02,neutral,0.6664,,376,"Girlhood thoughtfully questions not just the system itself, but our unfair assumptions about the young people caught within it."
1217405281,false,finalized,3,4/24/2017 05:20:26,positive,0.6666,,377,"To the film's great credit, [director] Garbus evens out her often heavy-hand and we're given the emotional core of two young female criminals in ways often eluded in the movies."
1217405282,false,finalized,3,4/24/2017 05:53:08,negative,0.6249,,378,"..disturbing, yet life affirming portrait ... girlhood is an early stage of life, but the consequences of mistakes upon womanhood and, more significantly, motherhood will ..."
1217405283,false,finalized,3,4/24/2017 05:18:52,negative,0.6574,,379,"Deeply affecting in the moment, but I'm not sure that Garbus draws much in the way of larger conclusions."
1217405284,false,finalized,3,4/24/2017 06:08:22,very_positive,0.6691,,380,"Fascinating and, at times, surprisingly moving."
1217405285,false,finalized,3,4/24/2017 05:16:02,negative,0.666,,381,"Personally, I'd rather have this movie obliterated from my memory."
1217405286,false,finalized,3,4/24/2017 05:18:42,negative,1.0,,382,"Packaged in an increasingly lurid, credibility-free storyline, delivered with unstinting insensitivity by a first-time director determined to show off his ad-man's box of visual tics."
1217405287,false,finalized,3,4/24/2017 05:08:54,positive,0.6814,,383,"It's well worth seeing, because it is well made -- apart from a few gaps in logic -- and well acted."
1217405288,false,finalized,3,4/24/2017 05:17:17,positive,0.6715,,384,"... a film that gives you something to think about, raising questions that linger long after the theater lights have brightened."
1217405289,false,finalized,3,4/24/2017 05:20:26,neutral,0.3575,,385,"Hard Candy is an exploitation film, with very little happening but a guy getting tortured for about 75 minutes of screen time."
1217405290,false,finalized,3,4/24/2017 05:05:20,very_negative,0.7124,,386,"... icky, incoherent thriller ..."
1217405291,false,finalized,3,4/24/2017 05:08:10,negative,1.0,,387,"An exploitation of a set of themes rather than a thoughtful consideration of them, and celebrates their austere nature in a stampede of scenes that cause only surface discomfort."
1217405292,false,finalized,3,4/24/2017 05:06:02,very_positive,0.6983,,388,One of the more original and grueling films to come out in years and I loved it...
1217405293,false,finalized,3,4/24/2017 05:03:31,negative,0.6928,,389,"Slick slime wrapped as a high-toned, girl-power shocker"
1217405294,false,finalized,3,4/24/2017 05:19:18,negative,1.0,,390,"Wilson and Page are compelling and Slade demonstrates a slick stylistic flair, but the over over-the-top shock pandering renders the dark lesson convoluted and hard to swallow."
1217405295,false,finalized,3,4/24/2017 05:08:39,positive,0.7189,,391,"Slade and his actors keep the tension high, and the questions don't come to mind until after the credits roll."
1217405296,false,finalized,3,4/24/2017 05:12:07,positive,0.6865,,392,"I didn't expect much from Hitch and, not surprisingly, I didn't get much -- but I was entranced by the film nonetheless, from a historical perspective."
1217405297,false,finalized,3,4/24/2017 05:45:13,neutral,0.6654,,393,Looks like another love TKO.
1217405298,false,finalized,3,4/24/2017 05:22:05,positive,1.0,,394,"Smith, of course, is so cool he can afford to pretend to be uncool; but what really works for him here is the interplay with James, whose inner-wild-man dance moves alone are worth the price of admission."
1217405299,false,finalized,3,4/24/2017 05:13:03,negative,0.6304,,395,"Under- whelming, and predictable cookie cutter romantic comedy fluff..."
1217405300,false,finalized,3,4/24/2017 05:39:17,very_positive,0.6357,,396,Will Smith charms again; best for teens and up.
1217405301,false,finalized,3,4/24/2017 05:14:48,positive,0.6825,,397,"In a movie where the film's trailer has spoiled all its best scenes, and the onscreen chemistry between our primary lovebirds is a failed experiment, it's refreshing that ""Hitch"" still provides that rare buoyant romantic lift that the genre promises."
1217405302,false,finalized,3,4/24/2017 05:12:50,neutral,1.0,,398,full review in Greek
1217405303,false,finalized,3,4/24/2017 05:18:50,positive,0.6749,,399,Fans of movies like The Wedding Planner and You've Got Mail looking for a charming date movie with lots of laughs will fall in love with Hitch.
1217405304,false,finalized,3,4/24/2017 05:21:19,positive,1.0,,400,Brims with storytelling flourishes and gently deployed life lessons that even accompanying adults may dig.
1217405305,false,finalized,3,4/24/2017 05:12:50,negative,1.0,,401,"[T]here's too much going on, and none of it is executed well enough to recommend."
1217405306,false,finalized,3,4/24/2017 05:11:25,positive,0.6796,,402,"It's smart, strange, unpredictable, and defies the formulas that typically define this sort of motion picture."
1217405307,false,finalized,3,4/24/2017 05:01:46,positive,0.6715,,403,A wonderfully dark fairy tale.
1217405308,false,finalized,3,4/24/2017 05:01:04,positive,0.6327,,404,"One can't help but feel thankful that the movie doesn't always go the expected route, that the characters have a little more depth to them than average, and that the complexity, which is the movie's basic weakness, is also its fundamental virtue."
1217405309,false,finalized,3,4/24/2017 05:06:18,neutral,0.6444,,405,"Crazy as it is, Holes could be the Willy Wonka And The Chocolate Factory of 2003."
1217405310,false,finalized,3,4/24/2017 05:06:11,positive,0.3692,,406,"Young viewers and old alike will be given powerful metaphors of servanthood and selflessness, humility and honor, courage and Christ-like kindness."
1217405311,false,finalized,3,4/24/2017 05:08:59,positive,0.6761,,407,"O roteiro leve e bem construído, aliado às performances de um elenco carismático, deu origem ao tipo de filme que certamente divertirá toda a família."
1217405312,false,finalized,3,4/24/2017 05:23:27,positive,0.6505,,408,"Unlike so many kids movies, Holes hasn't been dumbed down, loaded with bathroom humor"
1217405313,false,finalized,3,4/24/2017 05:08:55,very_positive,0.6933,,409,"Funny, inspiring and just a little bit naughty, Holes is excellent family entertainment."
1217405314,false,finalized,3,4/24/2017 05:16:29,positive,1.0,,410,"For all its faults, Holes has an overriding good humor and sense of fun that saves it from the usual drudge of children's pictures."
1217405315,false,finalized,3,4/24/2017 05:16:26,negative,0.6424,,411,It would be a nice little family film if not for the fact that the young heroes commit felonies in the name of saving the environment.
1217405316,false,finalized,3,4/24/2017 05:06:36,negative,0.3588,,412,"Endangered as they are, burrowing owls will be disappointed to learn that their cause has been hitched to a movie with little entertainment value, let alone credible strategies to save their environment."
1217405317,false,finalized,3,4/24/2017 05:04:35,positive,0.6943,,413,"But while Hoot's pro-environment message to kids is certainly worthy, the unquestioning, pro-vigilante angle doesn't sit entirely well."
1217405318,false,finalized,3,4/24/2017 05:04:35,positive,1.0,,414,"Fun to watch although falling short of a real hoot, this latest in a barrage of family movies largely succeeds at keeping the kiddies entertained and their parents from nodding off."
1217405319,false,finalized,3,4/24/2017 05:01:04,negative,1.0,,415,Soporific effort.
1217405320,false,finalized,3,4/24/2017 05:12:29,negative,1.0,,416,"Promoting environmental conservation, this bland family film never generates much interest in either its human or animal participants."
1217405321,false,finalized,3,4/24/2017 05:05:57,negative,0.6884,,417,"A safe, slight film that doesn't possess the chaotic hilarity I associate with Carl Hiaasen's best writing."
1217405322,false,finalized,3,4/24/2017 05:01:04,positive,0.6998,,418,[An] enjoyable summer behemoth.
1217405323,false,finalized,3,4/24/2017 05:16:23,negative,0.6882,,419,"Nice as it would be to report that Ang and his co-writer/producer James Schamus had regenerated the summer blockbuster, we gotta poop the party."
1217405324,false,finalized,3,4/24/2017 05:01:46,positive,0.637,,420,An interesting effort to give one of the staples of mass entertainment something extra in the way of insight and feeling.
1217405325,false,finalized,3,4/24/2017 05:02:29,negative,0.6662,,421,"Big, dopey and crammed with special effects that take the breath away."
1217405326,false,finalized,3,4/24/2017 05:31:26,negative,0.6743,,422,"Despite the profusion of computer-generated effects, which rousingly bring the green guy to life, I often felt, for better and for worse, that I was watching a comic-book movie reconceived as a piece of serious mythmaking."
1217405327,false,finalized,3,4/24/2017 05:09:53,positive,1.0,,423,"Whatever problems it has as a story, at least Hulk tried, honestly and desperately, to push the comic book move into new places emotionally and stylistically."
1217405328,false,finalized,3,4/24/2017 05:21:53,negative,1.0,,424,The Hulk lacks personality; not a great movie.
1217405329,false,finalized,3,4/24/2017 05:08:07,very_positive,0.6649,,425,The best comic book adaptation I've seen so far with an excellent cast and top notch special effects...
1217405330,false,finalized,3,4/24/2017 05:19:37,negative,1.0,,426,"A turgid, CGI-Frankenstein reject"
1217405331,false,finalized,3,4/24/2017 05:10:56,positive,0.6798,,427,The spectacular special effects and Lee's use of split screens provide some relief in a nonetheless tedious tale in which Nick Nolte (looking much like his recent mug shot) provides several unintentional laughs as Banner's father.
1217405332,false,finalized,3,4/24/2017 05:14:15,neutral,0.6176,,428,"The film almost matches the inner conflict of its titular character, intermittently bogged down even as it soars to seemingly impossible heights."
1217405333,false,finalized,3,4/24/2017 05:18:41,positive,0.6527,,429,It has just enough charm to be watchable.
1217405334,false,finalized,3,4/24/2017 05:09:53,negative,0.6741,,430,"The filmmakers can't seem to unearth the novel's inherent lightheartedness and instead treat too many events with earnest seriousness, trampling the original story's lively spirit in heavy-handed drama."
1217405335,false,finalized,3,4/24/2017 05:08:07,positive,0.6649,,431,"With eloquent dialogue but scant smoldering passions, the mushy machinations nicely nudge director Tim Fywell's gentle little film."
1217405336,false,finalized,3,4/24/2017 05:19:31,negative,0.3564,,432,"Dollops on the usual romantic, family and class conflicts with a very heavy ladle, which pretty much smothers the whimsical mood Fywell strains so hard to attain."
1217405337,false,finalized,3,4/24/2017 05:16:23,positive,1.0,,433,A refreshingly mature look at first love and life's often-rough transitions.
1217405338,false,finalized,3,4/24/2017 05:07:29,positive,0.6928,,434,Never shies from indulging us and our desire for a gentle and generous world that doesn't slip into easy answers.
1217405339,false,finalized,3,4/24/2017 05:50:00,positive,0.666,,435,"The fancy-pants accents and period costuming make one feel intellectually smug, as if the afternoon had been spent watching a Merchant-Ivory film - only without the tedium of actually sitting through a Merchant-Ivory film."
1217405340,false,finalized,3,4/24/2017 05:17:17,positive,0.6327,,436,"Romala Garai is utterly convincing as the smart, wistful girl with the notebook."
1217405341,false,finalized,3,4/24/2017 05:06:18,positive,0.6806,,437,A quirky and handsome family drama that nicely captures the pangs and pleasures of adolescence.
1217405342,false,finalized,3,4/24/2017 05:07:21,negative,0.6663,,438,Better on set-up than follow-through.
1217405343,false,finalized,3,4/24/2017 05:07:23,negative,0.6227,,439,A lame-brained nut job in search of an identity of its own.
1217405344,false,finalized,3,4/24/2017 05:21:08,negative,1.0,,440,"A nihilist project in Usual Suspects mode: Nothing is as it seems, because nothing matters in the least."
1217405345,false,finalized,3,4/24/2017 05:08:10,very_positive,0.6983,,441,[A] very well made horror thriller.
1217405346,false,finalized,3,4/24/2017 05:05:36,negative,0.6697,,442,"Assorted examples of artificially flavoured humanity ... proceed to panic, bicker and run with the customary perversity that characters in situations like this do toward their gory destinies."
1217405347,false,finalized,3,4/24/2017 05:47:29,positive,1.0,,443,"Deserves credit for at least trying something fresh in the psychological-thriller realm, and for the mood of goofball creepiness it creates."
1217405348,false,finalized,3,4/24/2017 05:24:14,very_negative,1.0,,444,My eyeballs were doing some serious rolling of their own at the general ineptitude of this failed mating of Friday the 13th and Ten Little Indians.
1217405349,false,finalized,3,4/24/2017 05:08:54,positive,0.3547,,445,the central twist which unifies all the film's elements is so ingenious and unusual that recognising the killer ends up being just one small part of this film's multi-faceted identity.
1217405350,false,finalized,3,4/24/2017 05:07:57,neutral,0.6588,,446,Scary beyond belief serial killer thriller.
1217405351,false,finalized,3,4/24/2017 05:13:18,very_negative,0.351,,447,A good cast is enacting this fancy rubbish; what drew them to the material besides its self-conscious cleverness is beyond me.
1217405352,false,finalized,3,4/24/2017 05:02:29,positive,0.6473,,448,"The cast is game, the twists are clever, the writing is tight."
1217405353,false,finalized,3,4/24/2017 05:08:07,positive,1.0,,449,"This worthy second biopic of Truman Capote starts not with a bloodbath, but a cocktail."
1217405354,false,finalized,3,4/24/2017 05:17:51,neutral,0.6943,,450,All that was painted grey in Capote becomes black-and-white here.
1217405355,false,finalized,3,4/24/2017 05:12:32,neutral,0.7022,,451,Two good films about one subject [are] much better than a lot of bad films about different things.
1217405356,false,finalized,3,4/24/2017 05:08:00,positive,0.7144,,452,"Jones gets everything -- the gestures, the generosity, the mean streak, the bending of the ear to recitals of woe, whether across a lunch table or a prison cell."
1217405357,false,finalized,3,4/24/2017 05:05:36,negative,1.0,,453,"The problem with Infamous isn't that it revisits Capote's turf -- it's that it does the same things well, and leaves the same unsatisfying holes."
1217405358,false,finalized,3,4/24/2017 05:31:26,neutral,0.3576,,454,"There's a breeziness to the storytelling, one that delights in the tale rather than succumbing to its gravity-but that also works against it."
1217405359,false,finalized,3,4/24/2017 05:12:05,positive,1.0,,455,The other-and possibly greater-Capote pic about the geneiss of In Cold Blood
1217405360,false,finalized,3,4/24/2017 05:03:31,positive,1.0,,456,Better than Capote
1217405361,false,finalized,3,4/24/2017 05:03:37,positive,0.6592,,457,"Toby Jones' uncanny portrayal of the short, effeminate writer with the funny voice, gives the film its credibility and compassion."
1217405362,false,finalized,3,4/24/2017 05:13:37,positive,1.0,,458,Only Sandra Bullock shines as Harper Lee.
1217405363,false,finalized,3,4/24/2017 05:35:28,negative,0.6568,,459,"There's a sugar coating to the way Papale's story unfolds, but not so much that you'll spoil your dinner."
1217405364,false,finalized,3,4/24/2017 05:20:05,neutral,0.6716,,460,"Even Papale's most famous play, recovering a fumble to set up a touchdown, is embellished, as if Disney can't bear to stick with the facts."
1217405365,false,finalized,3,4/24/2017 05:15:20,negative,0.6857,,461,"Invincible is a working-class jock Cinderella fantasy with the sincerity of a beer commercial, the soul of a Republican incumbent, and the designer-flannel esthetics of an old Bruce Springsteen video."
1217405366,false,finalized,3,4/24/2017 05:18:49,positive,1.0,,462,"It may not break new ground, but Invincible is an entertaining film, awash in clichés but leavened by the charismatic performance of Mark Wahlberg as Vince Papale."
1217405367,false,finalized,3,4/24/2017 05:19:55,positive,0.7143,,463,"What's modestly refreshing about the way this story is told by director Eric Core and writer Brad Gann, is that the person with the largest doubts about going pro is Papele himself."
1217405368,false,finalized,3,4/24/2017 05:04:13,positive,1.0,,464,Inspiring sports-underdog story for tweens and up.
1217405369,false,finalized,3,4/24/2017 05:14:15,positive,1.0,,465,"Mark Whalberg is surprisingly good, delivering a likeness to the real Vince Papale that is uncanny."
1217405370,false,finalized,3,4/24/2017 05:05:27,negative,0.705,,466,I wonder how many more of these inspirational sports films we have to sit through in 2006.
1217405371,false,finalized,3,4/24/2017 05:16:26,positive,0.3601,,467,Screenwriter Brad Gann shares the guilt for this predictable cinematic travesty along with composer Mark Isham whose bombastic musical score is akin to hammering a nail with a shotgun blast.
1217405372,false,finalized,3,4/24/2017 05:53:08,neutral,0.7021,,468,"Invincible is the story of Vince Papale, who was an actual figure -- a part-time bartender who went to a tryout, survived training camp, made the Eagles team, and became a Philadelphia legend."
1217405373,false,finalized,3,4/24/2017 05:12:32,negative,1.0,,469,"You can call it guilty of exploitation, tastelessness or insensitivity if you like, but its greatest failing is a certain deadly pointlessness."
1217405374,false,finalized,3,4/24/2017 05:06:36,very_negative,0.7099,,470,dispicable
1217405375,false,finalized,3,4/24/2017 05:17:31,neutral,0.3385,,471,Victims outshine their captors
1217405376,false,finalized,3,4/24/2017 05:10:09,negative,0.6518,,472,"Because we only see one side of the events, ""Karla"" rings unconvincing and sensationalistic."
1217405377,false,finalized,3,4/24/2017 05:15:17,very_negative,1.0,,473,...hopelessly inept and thoroughly awful...
1217405378,false,finalized,3,4/24/2017 05:19:36,negative,0.6433,,474,What proves most disturbing is the way in which the film portrays Homolka as a victim.
1217405379,false,finalized,3,4/24/2017 05:14:15,negative,1.0,,475,"Controversial and innately creepy, it left me feeling... well, dirty."
1217405380,false,finalized,3,4/24/2017 05:53:08,negative,0.3751,,476,Gladiator lite.
1217405381,false,finalized,3,4/24/2017 05:22:05,positive,0.6578,,477,"If this is history demystified, give me myth."
1217405382,false,finalized,3,4/24/2017 05:07:29,negative,0.6928,,478,It's hard to care about a valiant groping for accuracy when a story is so badly told you can't tell what the devil is going on.
1217405383,false,finalized,3,4/24/2017 05:06:11,positive,0.712,,479,"By going back to its origins and dusting itself off, the King Arthur story has proved itself to have a very contemporary resonance."
1217405384,false,finalized,3,4/24/2017 05:10:09,negative,1.0,,480,"Entertaining, but ultimately forgettable."
1217405385,false,finalized,3,4/24/2017 05:17:52,positive,0.6372,,481,Fuqua creates a very grim and stylish mood that fits what the concept is attempting to accomplish very well.
1217405386,false,finalized,3,4/24/2017 05:12:29,neutral,0.7023,,482,"Guinevere, no dainty princess she, is a kind of hardened medieval feminist, and the aggressor to Arthur's bashful but equally driven warrior, in both bed and on the battlefield."
1217405387,false,finalized,3,4/24/2017 05:05:20,positive,0.624,,483,"In many ways this movie tells us far more about the values and age in which we are living, than the one it pretends to be returning us to."
1217405388,false,finalized,3,4/24/2017 05:19:16,neutral,0.6786,,484,Quite le drag.
1217405389,false,finalized,3,4/24/2017 05:21:08,negative,1.0,,485,"This is an insignificant film with a passably entertaining premise that goes wildly to hell the instant it strays from its comic ideals with brief, unsatisfying detours into the realms of art and high-end lingerie."
1217405390,false,finalized,3,4/24/2017 05:17:31,positive,0.6575,,486,It is a well-dressed film filled with thought and sly observations.
1217405391,false,finalized,3,4/24/2017 05:02:29,negative,1.0,,487,"It pokes along like a Renault on an interstate, lacking drama or momentum."
1217405392,false,finalized,3,4/24/2017 05:36:56,negative,0.6781,,488,"It's all perfectly pleasant, but the movie lacks an urgent dramatic pulse, or a clear sense of whose story it's supposed to be, or even, from scene to scene, whether it's meant to be a comedy, drama or thriller."
1217405393,false,finalized,3,4/24/2017 05:35:28,very_positive,1.0,,489,"A delightful blend of American sensibility and French chaos in a movie that is sunny, surprising and consistently entertaining."
1217405394,false,finalized,3,4/24/2017 05:17:51,negative,1.0,,490,Not a frothy romantic comedy.
1217405395,false,finalized,3,4/24/2017 05:24:14,positive,0.6744,,491,Naomi Watts steals the movie.
1217405396,false,finalized,3,4/24/2017 05:13:37,negative,1.0,,492,The movie is least successful when it tips from semi-serious to too-serious.
1217405397,false,finalized,3,4/24/2017 05:04:13,negative,1.0,,493,"Its annoying need to be witty, profound, funny, and charming at all times makes what could have been a smart comedy a tiresome exercise in pleasing its audience."
1217405398,false,finalized,3,4/24/2017 05:08:39,neutral,0.6486,,494,"At the end when we should be thinking about love and lessons of maturity, we are left with Isabel shrugging off her latest mistake and charging headlong into who-knows-what."
1217405399,false,finalized,3,4/24/2017 05:11:58,negative,1.0,,495,Le Divorce is tres mediocre.
1217405400,false,finalized,3,4/24/2017 05:13:07,positive,0.681,,496,"All indie-movie families may start out unhappy in their own way, but by the time the final credits roll, everyone remains complacent, confident of their brood's superiority."
1217405401,false,finalized,3,4/24/2017 05:17:51,negative,1.0,,497,"Sunny or dark, comedy should never be as predictable as Little Miss Sunshine."
1217405402,false,finalized,3,4/24/2017 05:17:24,positive,1.0,,498,... a scrappy human comedy that takes an honest path to laughs and is twice as funny and touching for it.
1217405403,false,finalized,3,4/24/2017 05:32:27,positive,1.0,,499,"... this isn't much more than a glorified sitcom, but it deftly dramatizes our conflicting desires for individuality and an audience to applaud it."
1217405404,false,finalized,3,4/24/2017 05:31:31,positive,1.0,,500,"For a movie generated from the Amerindie algorithm of family dysfunction, road-trip catharsis and studied quirk, this dark-edged ensemble comedy often borders on the loveable."
1217449883,false,golden,5,4/24/2017 04:11:27,positive,0.4373,positive,71,"Though Costa-Gavras brings nothing new to the table about the Holocaust, he puts another nail down in the argument that the world could have acted but didn't because of indifference."
1217449898,true,golden,15,"",positive,0.7298,"very_positive
positive",208,A fascinating film with an unresolved comedy/tragedy axis
1217449916,true,golden,17,"",very_positive,0.5309,"very_positive
positive",261,"Daredevil, as brought to the screen by writer/director Mark Steven Johnson, brings real violence and death into the comic book mix, and the result is a fascinating blend of the fantastic and the tragic."
1217449926,false,golden,15,4/24/2017 04:27:50,positive,0.3998,"very_positive
positive",286,A bumpy thrill ride.
1217449934,true,golden,19,"",very_negative,0.5912,"negative
very_negative",619,So bad on so many levels.
1217449991,true,golden,17,"",very_positive,0.5294,"very_positive
positive",1206,"The Oscar-nominated ""Winged Migration"" is a virtuosi technical achievement in documentary filmmaking due to its astonishingly intimate photography of the migrations of numerous species of birds across the earth's northern and southern hemispheres."
1217450000,true,golden,19,"",positive,0.6872,"very_positive
positive",396,Will Smith charms again; best for teens and up.
1217450024,true,golden,13,"",positive,0.7205,"very_positive
positive",452,"Jones gets everything -- the gestures, the generosity, the mean streak, the bending of the ear to recitals of woe, whether across a lunch table or a prison cell."
1217450064,false,golden,9,4/24/2017 04:15:14,neutral,0.6791,"very_positive
positive",690,"Keira's cat-smile suggests such supernal all-knowingness that, with Austen's adapted dialogue (via Deborah Moggach) tripping off her tongue, she comes off as an eighteenth-century Maureen Dowd."
1217450075,true,golden,20,"",negative,0.7044,"negative
very_negative",749,It's not worth the bother.
1217450095,true,golden,12,"",positive,0.4403,"very_positive
positive",595,"Laceratingly charged, thunderstriken virtually, by Spielberg's deeply felt moral analysis"
1217450111,true,golden,19,"",positive,0.9524,positive,793,"Seabiscuit is not a work of great art, but it tells its solid story with grace and dignity."
1217450133,true,golden,20,"",negative,0.7041,"negative
very_negative",58,"Sluggish, unsmiling, and almost as limp as the feather fans with which our heroes are gently aerated on their trip to the Hanging Gardens of Babylon."
1217450145,true,golden,18,"",very_negative,0.7829,"negative
very_negative",586,Crap is still crap no matter what pretty gloss you throw on it.
1217450308,false,golden,12,4/24/2017 04:24:38,positive,0.3364,positive,815,"While Sin City on screen evokes the same feeling of bottomless decadence and dread that the novels do, there is one crucial difference -- you can put the novels down."
1217450369,true,golden,11,"",negative,0.6519,negative,534,It glosses over the brilliant monk's dark side and ignores his prejudices completely.
1217450406,true,golden,24,"",positive,0.8852,positive,1022,good fun to watch the bad guys drop like flies
1217450418,true,golden,20,"",positive,0.9499,"very_positive
positive",861,Sharp dialogue and detailed observations make it a good deal funnier than you might expect.
1217450453,true,golden,12,"",negative,1.0,"negative
very_negative",552,Matchstick Men isn't even remotely intricate; it's not even particularly interesting.
1217450465,true,golden,19,"",positive,0.9504,positive,1205,"Craftily edited and staged, but still works as an entertaining, and visually stunning documentary."
1217450493,true,golden,20,"",negative,0.807,"negative
very_negative",316,Even the action scenes flirt with tedium.
1217450529,true,golden,20,"",positive,0.7537,"very_positive
positive",410,"For all its faults, Holes has an overriding good humor and sense of fun that saves it from the usual drudge of children's pictures."
1217450749,false,golden,4,4/24/2017 04:12:43,positive,0.4757,negative,1172,so impressive in so many ways that it makes the frustration over its miserable final moments that much harder to bear
1217450913,true,golden,19,"",negative,0.8582,"negative
very_negative",1013,Confirmed my original opinion that the musical version of The Producers was a flash-in-the-pan success that won't be remembered ten years from now.
1217451016,true,golden,13,"",neutral,0.8534,neutral,1046,Pacino's puppet-stringing of his recruit is reminiscent of Peter O'Toole's manipulative character in 1980's 'The Stunt Man.'
1217451427,true,golden,22,"",neutral,0.738,"neutral
negative",584,Mike Newell takes the road most travelled in tackling the sexual apartheid and hysteria of the 1950s.
1217451666,false,golden,16,4/24/2017 04:17:58,negative,0.4928,"negative
very_negative",52,The movie works on the pure energy of its straight-faced silliness.
1217451760,true,golden,16,"",positive,0.8821,positive,1202,As pretty and light as a feather on the wind.
1217452026,true,golden,13,"",negative,0.4828,negative,285,If hopeless literalist Kasdan could have decided on a tone ... this could have been a gynophobe's Independence Day.
1217452153,false,golden,6,4/24/2017 04:09:57,negative,0.3301,"very_positive
positive",34,"Cronenberg's direction, mirroring the split in Tom, is alternately measured and frighteningly explosive, and, as always, he gives the movie a nasty underlay of sexual perversity."
1217455749,true,golden,9,"",positive,1.0,"very_positive
positive",710,Madden does a competent job transferring the film from stage to screen.
1217455768,true,golden,9,"",negative,0.5512,very_negative,510,You should avoid it like a bad case of whooping cough.
1217455779,true,golden,11,"",negative,0.6254,"negative
very_negative",510,You should avoid it like a bad case of whooping cough.
1217455843,true,golden,7,"",very_positive,0.5771,"very_positive
positive",318,"The latest and loveliest alternative universe created by Charlie Kaufman, America's most -- we should probably say only -- intellectually provocative screenwriter."
1217455880,true,golden,10,"",negative,0.8945,"negative
very_negative",1070,Anyone expecting anything more risky will be sadly disappointed.
1217456031,true,golden,10,"",neutral,0.9015,neutral,236,"Halfway through Constantine, a fully clad Keanu Reeves steps into a shallow pail of water, sits on a chair next to it and holds a cat in his lap."
1217456046,true,golden,14,"",very_positive,0.7211,"very_positive
positive",1085,A crowd-pleasing and entertaining film about humanity and heart with excellent performances and competent directing from Spielberg.
1217456077,true,golden,6,"",neutral,0.4906,negative,1077,"The new feature film has some of the charm of the small-screen original, but it lacks the sustained goofiness of the series."
1217456125,true,golden,7,"",negative,0.5622,"negative
very_negative",1113,This movie plays like they were reading [Roger Ebert's] little movie glossary and they took every cliche in there.
1217456274,true,golden,7,"",positive,0.8812,"very_positive
positive",356,The two featured females offset these distractions by having so much apparent fun that it becomes contagious.
1217456331,true,golden,7,"",very_negative,0.7112,"negative
very_negative",1095,"Laughable, awful, and downright ridiculous."
1217456376,true,golden,8,"",positive,1.0,"very_positive
positive",955,"Mostly, though, The Last Samurai aims for, and achieves, epic sweep: the glory of tradition-bound warriors hurling themselves against the modern world, the grandeur of Hollywood offering two points of view on everything."
1217456544,true,golden,6,"",negative,0.6775,"negative
very_negative",769,"Though dumber than a box of rocks, Saw forges ahead with the kind of conviction and energy that will keep bad-cinema junkies sitting bolt upright."
1217456771,true,golden,7,"",positive,0.7425,"very_positive
positive",981,A rather decent imitation in the end with political subtext and very good performances.
1217456828,true,golden,6,"",negative,0.6472,"negative
very_negative",757,You either buy into this premise or you don't and I'm sorry to say I found Rocky utterly preposterous.
1217456859,true,golden,8,"",positive,0.8847,"very_positive
positive",1115,At least the performances are solid.
1217456898,true,golden,5,"",positive,0.6014,"very_positive
positive",593,Munich is more measured and classy than Spielberg's action-adventures.
1217457017,true,golden,8,"",neutral,0.7279,"very_positive
positive",572,Moving story of the 1980 Olympic hockey team.
1217457082,true,golden,8,"",positive,0.867,"very_positive
positive",232,"While it sometimes fails to live up to its title, Confidence ultimately, wins us over-in short, it dazzlingly does what all good cons are supposed to do."
1217457297,true,golden,8,"",positive,0.7573,"very_positive
positive",693,"As historically authentic-looking as Pride & Prejudice is, it has far more invested in emotional authenticity -- you feel engaged every moment."
1217457330,true,golden,11,"",negative,0.6601,negative,735,"As strong as the music is, there's not much tying Rent together; it's a series of sequences, not a story."
1217458040,true,golden,9,"",very_positive,0.5398,"very_positive
positive",243,A very satisfying film.
1217460851,true,golden,9,"",negative,0.6509,positive,645,I had a very hard time displaying malice to this.
1217460882,true,golden,5,"",very_positive,0.7982,"very_positive
positive",971,"A brilliant psychological horror story, and excellent direction..."
1217460915,true,golden,7,"",positive,0.4178,negative,1043,"Above-average thriller, but not very memorable."
1217461097,true,golden,6,"",neutral,0.3394,negative,1055,Watching The Room is like crossing over to a counterfactual universe where the rules of film grammar and screenwriting have been written by Dan Brown.
1217461139,true,golden,11,"",positive,0.8218,positive,712,"Miscast yet marvelous, Paltrow and the rest of the cast hold you to the movie, even when you intuitively sense something is lacking."
1217461162,true,golden,10,"",very_negative,0.5024,"negative
very_negative",24,This movie paints itself into a corner from which it cannot emerge without becoming an utter disaster as far as I'm concerned.
1217462448,true,golden,5,"",negative,0.5996,negative,1,The result is a sumptuous time-teasing story.
1217462521,true,golden,9,"",negative,0.7938,negative,62,General mistakes all across the board contribute and reinforce each other to bring it down
1217462531,true,golden,10,"",positive,1.0,positive,26,"A chick flick for guys, with a pH balance in perfect equilibrium between the crass and the sweet."
