id	sentence
717	As a story about personal and family dysfunction, and about coming to terms with life's uncertainties, Proof isn't bad.
718	Based-on- a-true-story kitschfest.
719	[Y]et another movie that takes a mentally challenged character and turns him into this kind of deity, this saint-like mascot who everybody else learns life lessons from.
720	Gooding once again embarrasses himself in public with a performance that knows no shame, a habit he's getting frighteningly at ease with these days.
721	A train wreck of a film lying inert where the tracks of the Feel Good Line cross the Path of Good Intentions.
722	Though probably well-intentioned, Radio comes off as manipulative of its audience and exploitative of the mentally challenged.
723	Rarely have good intentions been wrapped in such a sticky package.
724	Despite the fine efforts of Harris and Gooding, Jr., Radio nearly drowns in James Horner's overbearingly sentimental music.
725	Lesson of kindness permeates inspiring true story.
726	Awful from start to finish.
727	The screenwriter seems obsessed with introducing dramatic conflict, which feels both strained and convenient.
728	Tune in for another formulaic feel-good story that will warm your heart and chill your mind.
729	Feigns compassion for the mentally challenged, but treats Radio as a pet, a toy, a prop.
730	The movie, directed without a personal stamp of any kind by Chris Columbus, is so slick that the grime comes from a spray can and the grungy bohemian costumes look rented from a Betsey Johnson boutique sale.
731	The film captures the beautiful spirit and the raw energy of Larson's play, and it respects the wonderful, gorgeous, life-affirming music.
732	RENT is mediocre and recommended only to those who can claim a familiarity with the play.
733	A mediocre, unimaginative, inefficient filmmaker, Columbus delivers a Rent that isn't so much bad as perfunctory.
734	As directed by Columbus, Jonathan Larson's East Village reworking of 'La Boheme' in the age of AIDS retains its calisthenic pathos, as well as most of its original cast, but you'd have to be a real Rent-Head to envisage Academy Awards in its future.
735	As strong as the music is, there's not much tying Rent together; it's a series of sequences, not a story.
736	A TV-special metallic ring hangs over the whole production, skimming surfaces without touching emotion
737	If a bunch of models living in a huge apartment without income is America, then I live in Bizarro World...
738	film, za razliku od predstave, daleko bolje isti%u010De jednodimenzionalnost i neuvjerljivost likova
739	Recommended, but only for shut-ins who can't make it to a local live theater production of the play.
740	Crafted with obvious care and deep love by director Chris Columbus and his team.
741	[A]bout as compelling a brief for Kabbalah as Battlefield Earth was for scientology.
742	Not the disaster described in the British press but unlikely to restore Ritchie's luster.
743	It's an irritating, repetitive and pretentious psycho-metaphysical con-job that's ultimately about transcending the ego, and it owes a significant debt to the 1960s The Prisoner TV show -- but isn't nearly in the same artistic league.
744	Guy Ritchie's greasy little noir Revolver is good grindhouse fun until a last act that's like a meeting of a psychoanalysts' convention.
745	Between the manic editing, atrocious acting, and laughably pretentious narration, Ritchie's tired tricks feel like empty distractions in a game of three-card Monte.
746	Incoherent.
747	An unwieldy, short-circuiting film, packing "more tricks than a clown's pocket" yet imbued with brute spiritual force
748	Jesus, this is a stupid movie.
749	It's not worth the bother.
750	Like De Palma before him, Ritchie knows how to express substance through style.
751	The ol' lug can't be blamed for wanting one last victory lap, but if you've got nothing to offer except benign nostalgia, just let the gloves stay on the glory-days shelf.
752	When asked why he would step back into the ring, even though he's out of shape and in his late 50s, the Italian Stallion mumbles something about "the stuff... inside," which sums up the thin justification for Rocky Balboa.
753	What gives Rocky Balboa its unexpected pathos is the titanic humility of Stallone's performance, the earnestness with which he plays a man knocked down (but not out) by the ravages of time.
754	As usual with Stallone's Rocky sequels, the schmaltz is unbearable, but the fight is plausibly handled, and Stallone's sincere sadness at growing older makes this an unexpectedly satisfying conclusion to the series.
755	...a strong capper to an admittedly uneven series...
756	A compelling and emotionally touching film that reminds of the first two Rocky movies, Rocky Balboa is an excellent finale which shows just how good an actor Sylvester Stallone is when given the right material.
757	You either buy into this premise or you don't and I'm sorry to say I found Rocky utterly preposterous.
758	Stallone still has what it takes to make Rocky the peoples champ, and while the film is by no means a knockout, it will certainly be right there 'til the final round.
759	Note to any other would-be franchise revivalists -- consult Stallone.
760	Stallone wrote and directed this cinematic ride down memory lane that puts a final grace note on his indelible creation.
761	Despite the vast beauty of location settings in Morocco and Spain, the vast lack of chemistry between the two stars is appalling.
762	A mediocrity wrapped inside a banality, toasted in a nice, fresh cliche.
763	Unlike Raiders of the Lost Ark, which this movie wants so desperately to be, there's nothing here to engage the brain along with the eyeballs.
764	For an adventure movie based on chase scenes in exotic locations "Sahara" never takes hold because director Breck Eisner and his team of screenwriters can't agree on what the story's about or what tone should resonate against it.
765	The whole movie is a kick, actually.
766	A pretty offensive comedy about Africans who range from primitive to demonic that, sorry, is just not funny.
767	Vapid, lengthy, and mostly lifeless -- kind of like the desert it's named for.
768	Sahara rather resembles National Treasure, another film with a strained story line and deadening lack of visual richness.
769	Though dumber than a box of rocks, Saw forges ahead with the kind of conviction and energy that will keep bad-cinema junkies sitting bolt upright.
770	[Its] sadism is topped only by its absurdity.
771	So over the top that even the recruited audience of non-critics at my screening began to howl.
772	James Wan's horror film Saw is full of demented twists and guilty-looking actors, but the scenario is cruel enough to make you squirm.
773	Saw is a sub-Se7en B-movie serial killer chiller with more high concepts stuffed into its 100 minutes than it can handle.
774	[A] contrived, unlovable gore-fest with a high-concept premise.
775	There's something impressively loathsome and extravagantly twisted about this horror-thriller from first-timer James Wan.
776	School of Rock made me laugh harder than any movie I've seen this year.
777	A cathartic class comedy for kids of all sizes, it's Bugsy Malone in rock pomp, Slacker meets Spy Kids.
778	School of Rock is uncut bliss.
779	[A] great big ball of entertainment ...
780	Standout Jack Black in nerd-becomes-cool comedy.
781	Jack Black is a one-man rock 'n roll powerhouse in this infectious musical comedy directed by Gen X wunderkind Richard Linklater...
782	Not only will your kids love this movie, but, hey, they'll learn what real music is.
783	It's another case of independent film artists beating Hollywood at its own game.
784	Respectable when it should be thrilling, honorable when it should be rough and ready.
785	[It] may be too airbrushed for its own good, but in the end nothing can stop this story from putting a lump in your throat.
786	I found this film stultifyingly self-important and, despite the regularity with which it cuts to the chase, weirdly static.
787	For a film about an unfancied underdog, Seabiscuit is just far too pleased with itself.
788	Watching this movie, you get the feeling that the Depression existed so that Seabiscuit could be memorialized.
789	In the structure of his screenplay Ross has taken a risk, and he has not quite brought it off.
790	promises filet mignon, only to deliver oats and hay
791	An inspiring story for teens and up.
792	Becomes a tale about beating the odds, the triumph of competition, and how one small animal can bring a nation together to forget its miseries.
793	Seabiscuit is not a work of great art, but it tells its solid story with grace and dignity.
794	Mixing horror and humor is no mean feat, but Shaun Of The Dead tightens throats in fear without making the laughs stick there in the process.
795	The pasty, scruffy Pegg shows a surprising amount of range for the unlikely hero of a zombie flick.
796	The movie bogs down and the humor seems to dry up, though the blood continues to well, spurt and spew.
797	The cast make a cosy fit, the patter is still sitcom snappy, but Wright also has the visual snap to carry this saga of backyard apocalypse.
798	For those who don't mind a little laughter with their zombies (or perhaps it should be the other way around), this is an unusual source of entertainment.
799	It may only be April, but what we have here is pretty likely to be the British comedy of the year, its knockout final punchline planting a silly grin on your face that takes some while to fade.
800	Despite the emphasis on humour, Shaun shows its zombie movie credentials with some impressively gory special effects makeup and a willingness to despatch cast members in an exceptionally gruesome fashion.
801	Some scenes are too talky, too much like a sitcom, but whenever that threatens to sink the film, the zombies appear and save the day (if you see what I mean).
802	For everyone who likes good acting and great writing, it's a bloody fun time and a wonderful display of how parody should be done.
803	If you like Pegg and director Edgar Wright's cult Channel 4 series Spaced, you'll enjoy this deadpan blend of undergraduate humour and hardcore horror, which ransacks George A Romero's Dead saga and virtually every Italian zombie flick for inspiration.
804	Pegg, who cowrote Shaun with director Edgar Wright, shows off expert timing, whacking punchlines and zombies with equal panache.
805	Intelligent, funny and moving.
806	Payne has made a movie for the same sorts of people, one with body and 'nose' and character that movie lovers will savor long after the credits have rolled.
807	Much like Altman, Hal Ashby and Billy Wilder -- three filmmakers whose movies are celebrated for their naturalism, their humanism and their wicked, often merciless satire -- Payne makes films about ordinary people with their rumples and flaws left intact,
808	Payne's most enjoyable movie since Election
809	Excellent but explicit movie is not for kids.
810	Giamatti handily raises what could've been a pedestrian road trip romance into the stratosphere of a world-class character study
811	A very memorable slice of life.
812	This wonderfully satisfying study in human nature is funny and sad and profoundly entertaining from start to finish.
813	With a huge, well-chosen cast and the blessing of Miller, who was on set as Rodriguez's co-director, Sin City is a gloriously stylized world unlike anything you've seen before on screen.
814	For all its astronomical body count, Sin City is brazenly, thrillingly alive.
815	While Sin City on screen evokes the same feeling of bottomless decadence and dread that the novels do, there is one crucial difference -- you can put the novels down.
816	While the book succeeded in pushing the boundaries of its medium, the film merely feels like a triumph of technology.
817	A worthwhile piece of eye candy.
818	If Raymond Chandler and Daffy Duck could have produced a child, Sin City would be their baby.
819	With every bloody, stylishly seductive moment, it crashes through comic book movie conventions to blast through the screen as a mesmerizing and captivating crowd-pleaser.
820	Now that I've seen the late-arriving sequel, I can't for the life of me work out why I ever thought it would be a good idea.
821	So hyper-dramatic that even the most horrifying elements play as a sort of quiet camp rather than bland torture porn.
822	This extremely violent movie is NOT for kids.
823	Smartly written and sprightly played, Sky High satisfies with a clever commingling of spoofy superheroics, school-daze hijinks, and family friendly coming-of-age dramedy.
824	Harmless family comedy with welcomely loopy asides.
825	Funny, clever and even a bit inspirational, hinting at the potential for heroism in all of us.
826	With a crisp and snappy visual style and its smartly paced story, Sky High pulls an incredible feat in an age of dumbed-down kids comedies; it's as down-to-earth as it is super.
827	Sky High may set a record for ripping off more movies in just over an hour and a half than any other film in history.
828	Sky High is the latest Disney teen comedy about the pitfalls of adolescent life, but is much, much better than it seems like it should be in large part due to its strong cast and assured direction.
829	Cartoony high school superhero drama; OK for tweens.
830	surprisingly clever, spirited and joyful
831	...achieves a miraculous level of kitchy zip thanks to its creative casting of Kurt Russell, Lynda Carter, and Bruce Campbell.
832	I'm a sucker for comic book movies, and "Sky High" won me over...
833	Just kind of a mildly entertaining footnote.
834	Stay is interesting, but it's hard to recommend to anyone but the small cadre of David Lynch devotees who will inhale anything with a whiff of similarity to their favorite auteur's scent.
835	In Marc Forster's humorless thriller, going insane is an exciting, luxurious affair.
836	This is the kind of flop that makes even the popcorn taste lousy.
837	There's a lot of talent at work here from the cast to the screenwriter to the director and the visuals, but it's all so arbitrary and cheap and the payoff is so, so lame.
838	It's all very deep, but in a tricked-up, art-directed sort of way.
839	A sappy melodrama touted in a supernatural angle...
840	Ewan McGregor, Naomi Watts and Ryan Gosling all lower their box office merit with this unbaked psychological thriller about a suicidal man (Gosling) taunting his eccentric psychologist (McGregor) after surviving a horrible car accident.
841	Stay wants to be good, creepy fun, but by the middle of the film, I was so uninterested in the plot I became obsessed with McGregor's pants
842	Ultimately the film delivers such a weak payoff that it makes nearly everything that came before it seem rather pointless.
843	If we're going to be fighting the war on terror in perpetuity, could we at least get better movies out of it?
844	Aiming to join the Jerry BruckheimerJerry Bruckheimer/Michael BayMichael Bay school of American movie war games, Stealth is just too dumb to make the grade.
845	Stealth manages to be so ridiculously unconvincing you think you're watching a live-action version of last year's sublime action-movie puppet satire Team America.
846	Rob Cohen's airborne adventure Stealth commits the cardinal sin for an action movie: It's very, very dull.
847	...a crude Jerry Bruckheimer knock-off with a laughably insipid script...
848	Memorable for being forgettable.
849	Neither entertaining nor exciting, the dumb and noisy Stealth will hopefully live up to its name by fading quietly from movie theaters.
850	It's basically the videogame version of Top Gun... on steroids!
851	Undoubtedly a perfect example of everything that's wrong with contemporary action flicks, although the movie isn't quite as bad as it's been made out to be.
852	... a chocolate-coated mothball, tasty enough on the outside but unsafe to swallow...
853	Using mostly unknown and first-time actors, Loach spins a passable coming-of-age tale, which should please his fans and provides a diversion for the rest of us.
854	Despite this film's title, don't expect something light and fluffy.
855	There's a profane but strangely tender rawness to this sometimes brutal movie, anchored by Compston's remarkably assured debut performance.
856	A raw movie, but it relies on the natural appeal of its main character and the skill with which Loach creates a thoroughly believable environment.
857	The film is so alive, the performances so urgent and convincing, that it's as if Loach had just discovered the subject matter.
858	...a better-than-average slice-of-life kitchen-sink drama that benefits substantially from Compston's star-making performance.
859	Under Loach's deft hand, it feels indisputably real ... An undeniable downer, but hellaciously well acted, brimming with compassion, and relevant in a way that doesn't chafe.
860	Hollywood has manufactured a number of coming of age films of varying quality, yet it's difficult to think of one that tops this powerful character study
861	Sharp dialogue and detailed observations make it a good deal funnier than you might expect.
862	It's not a good sign when a movie is called The Break-Up and you can't wait for the couple to split so they'll get some relief from one another, and give the audience some relief from them.
863	One seemingly terminal problem with the casting of Ms. Aniston and Mr. Vaughn is that neither of their careers has featured characters who excelled at one-to-one relationships with the opposite sex.
864	The movie offers nothing funny, just a series of sour situations.
865	The Break-Up, a grim excuse for a romantic comedy, is basically an hour and 45 minutes spent in the company of two unpleasant people during a miserable time in their lives.
866	The Break-Up is a funny and light comedy, but it tries to be something a bit more without being something a bit more, hampered by shoddy characterization, ending up a bit empty.
867	The two stars remain painfully wrong for each other
868	Is anxious to be a modern "Annie Hall," but really it is just a tedious, glum, and god awful affair.
869	"The Break-Up" comes with a slap and a kiss that's at once bracing and pleasing.
870	A word of caution to anyone heading off to see The Break-Up with the assumption that it is a romantic comedy: this is not a comedy movie with a serious side -- it is a serious movie with a comedic side.
871	Stereotypes across the board, puerile one-upmanship games, and an utter failure to explain why, indeed, these two even were together.
872	Not one second of this bilge makes a lick of sense.
873	Kutcher is the wrong actor to anchor a psychological freak-out.
874	It's as if [Kutcher] decided that he would prove himself as a dramatic actor by trying out every clichéd serious role in the history of cinema.
875	It's one of the most unpleasant Hollywood films in some time.
876	A flawed but serviceable thriller.
877	...an above-average time travel picture that ultimately utilizes (and exploits) its out-there premise quite nicely.
878	The movie tries to be too visceral, and it just comes out as being repugnant
879	It's a pretty dumb and utterly pretentious jumbled drama that is never sure what it's trying to say, or what in fact it means.
880	Tries hard to be affecting and mind-blowing, and sometimes it comes close.
881	More like "The Gag Reflex."
882	Undigestible fusion of worst-case earth science and leaden pacing.
883	[I]t's not campy enough to be consistently entertaining, and it's certainly not exciting or smart enough to be a first-rate sci-fi epic like a Deep Impact.
884	Jules Verne this isn't, but it makes for fairly diverting escapist fare.
885	There's a marked absence of panic in The Core.
886	Scientists may shudder, but at least some good actors are getting work.
887	The Core works because the characters are idiosyncratic enough to seem authentic but not so zany that they seem contrived.
888	...pervasive mediocrity...
889	A magical film: it never runs out of new and delightful ways to be completely inane.
890	This is a big, dumb, explosion movie.
891	'The only truly interesting aspect found in "The Core" is Jon Amiel's thoughts as to what the inner parts of Earth might look like.'
892	Should be a sci-fi screenwriter's dream; but this dream is more like one that Michael Crichton would have than Jules Verne, and there's not a breath of imagination on display
893	Many of the clichés in this movie predate the last Ice Age.
894	A shambles of dud writing and dramatic inconsequence which left me determined to double my consumption of fossil fuels.
895	... the situations are just so ludicrous that it really detracts from the quality of the special effects ...
896	An exceptionally stupid movie.
897	For all of its dire premonitions, foreshadowings of horror and easy targets for Jay Leno jokes, The Day After Tomorrow is eye-poppingly awesome and wonderfully entertaining.
898	It fulfills its summer air-conditioning duties with flippant ease, and its enjoyably cloddish attempts at political relevance add a fascinating layer of incongruity.
899	if you want to see Mother Nature kick some butt, this is your bag
900	"Trite" really isn't doing justice to the degree to which [the film] has not a single thought, character, or line of dialogue that hadn't been run into the ground by the beginning of the '80s.
901	Some cool special effects...that's about it.
902	This is a popcorn film with a fact based concept, and that's all it is...
903	...a movie that not only expected me to pay attention, it assumed that I could.
904	The girl and the hospital patients and staff also turn up in his improvised adventure, extravagantly garbed by costume designer Eiko Ishioka.
905	An achingly beautiful movie and a triumph of location scouting, with more cosmopolitan spectacle than the past three Indiana Jones and James Bond movies combined.
906	Sometimes, looking good isn't enough.
907	So what if the front story is a little contrived?
908	I wonder if it's unforgivable heresy to say The Cell is badly underestimated and due for revisionism while The Fall, despite its relative obscurity, is badly overestimated.
909	The story Roy tells is involving enough and so beautifully shot (see how many locations you can name) that it's worth seeing for that alone.
910	The production values are above par, but as in Carpenter's original, seeing ghosts is less scary than imagining them.
911	Yet another anaemic horror retread starring a cast of good-looking TV totty.
912	Mildly scary here and there.
913	Like most remakes, The Fog is pretty unnecessary.
914	Making concessions at every turn to the youth-horror market, the film slashes the ages of its protagonists by some 15 years, and its IQ follows suit.
915	These studios just don't know when to quit while they're ahead.
916	A boorishly bland supernatural action thriller.
917	Even the geography of the film doesn't seem to make sense.
918	So concerned is the film with contriving at least one gratuitous jump-fright every five minutes that elements like character and story soon become lost in the fog.
919	A lousy remake of a not-so-good John Carpenter film.
920	Don't be afraid.
921	Lurches on a thin line between hyper-ornate space oddity and extended perfume advert.
922	The Fountain is the story of a gifted artist who dared to reach for the stars and paid for his ambition with a really stupid movie.
923	Mr. Aronofsky's outlook on life remains too constantly pessimistic for my taste, and too completely joyless as well.
924	Darren Aronofsky clearly didn't set out to make a usual movie...[The Fountain's] a story of overreaching that itself overreaches, but that might have been impossible to avoid.
925	This is one of the worst movies of the year.
926	Perhaps in twenty more years or so, [The Fountain] will be recognized for the utterly gorgeous masterpiece that it is.
927	The enormous, and sometimes inspired, visual arc of Aronofsky's reach sadly exceeds his narrative's basic grasp.
928	A metaphysical muddle.
929	It's difficult to recall another American film that, in pursuing a passionate and personal vision, goes so maddeningly, uproariously wrong.
930	The continuous sense of deeply felt discovery tempers the movie's overreaching pretentiousness
931	While one might have wished for a better movie, and a few smarter decisions regarding the screenplay, generally it's a riveting, even inspirational account of an American feat of arms about which few know but about which many more should.
932	Feels less like a rousing action adventure than a military-sponsored lesson in invincible patriotic payback.
933	Dahl's approach may be somewhat pedestrian, but he tells his story clearly and with few unnecessary detours.
934	The story line is telegraphed from word one and the meticulous unfolding plot plods ahead inexorably without the slightest bit of suspense.
935	This smart, unhurried drama plays out like a retro version of Saving Private Ryan.
936	A great story filled with real heroics deserves better than this.
937	Undeveloped secondary characters and awkward pacing thwarts the movie from achieving its '60s war film ethos similar to "The Great Escape."
938	Instead of a tribute to a fine chapter in the annals of the Greatest Generation, we have a second-rate romance right out of a cheesy, pulp fiction novel.
939	A well-produced, rousing feature based on one of those forgotten World War II episodes that make for great cinema.
940	While the historical events depicted were unusual and cause for genuine celebration, the film that depicts these events is a dull, by-the-numbers set of war-movie clichés.
941	This one offers some agreeably mindless fun in which the villains (including Norton) are truly villainous, the payback is satisfying in a purely infantile way, and the familiarity of everything is oddly comforting.
942	This unglamorous approach has the odd effect of making them seem more glamorous -- we're free to soak up their star quality because there's no hard sell to fight off.
943	A strangely satisfying though completely preposterous caper movie.
944	A tricked-out remake of a heist flick that was already flat and formulaic in 1969.
945	Wide-open absurdity would've helped; instead, there's a clotting of musical interludes and a general air of stoic grit.
946	Exciting heist film for teens and their families.
947	It is in Gray's spirited execution that such by-the-book formula makes for a brisk, slick entertainment hits the summer movie spot.
948	A fun bit of action comedy with a bang up cast.
949	The Italian Job turns out well, a fast and entertaining caper designed to give you a couple of fun hours.
950	Gary Gray's version is tauter, better made but insufficiently idiosyncratic to attract a cult following.
951	Gray adds some zip to this remake of the 1969 Michael Caine caper flick, but despite two clever action sequences and some uncharacteristically tight performances from his cast (most notably Charlize Theron and Mark Wahlberg), the con remains the same.
952	Competently mounted in its studiedly immersive, elongated way, Zwick's earnest costume epic dresses a knee-jerk, reactionary sensibility in exotic garb.
953	Disappointingly content to recycle familiar attitudes about the nobility of ancient cultures, Western despoilment of them, liberal historical guilt, the unrestrainable greed of capitalists and the irreducible primacy of Hollywood movie stars.
954	The script lays on hokey narration and bombastic dialogue.
955	Mostly, though, The Last Samurai aims for, and achieves, epic sweep: the glory of tradition-bound warriors hurling themselves against the modern world, the grandeur of Hollywood offering two points of view on everything.
956	does honor traditional Japanese culture and ideals and make them accessible to a wider audience
957	Outstanding action and performance; lots of blood.
958	One of the best films of 2003.
959	More than anything else, "The Last Samurai" is the current Tom Cruise vehicle, and the actor's capacity to wrestle the story to his own demands is an impressive testament to his multifaceted perfectionist skills.
960	The real point of the film seems to be the poster image of a battle-ready Tom Cruise waving a sword and all decked out in gleaming red-and-black samurai armor.
961	Until now Bale's screen persona has been defined by a graceful athleticism; here his physicality is repellent, yet he carries the occasionally creaky plot of Scott Kosar's unsettling screenplay to a resonant finish.
962	One can't deny the dubious appeal of the spectacle of the skin-and-bone Bale, quite possibly endangering his health for the sake of his art.
963	[Bale's] is a great performance, full of commitment and sacrifice, and The Machinist is one of the year's best films.
964	It's one of those movies that you admire more than you enjoy, but Anderson and Kosar are clearly talents to watch.
965	A stunt that didn't merit Bale's startling, and dangerous, transformation.
966	It begins dark and depressing, but ends up merely dull.
967	If Nine Inch Nails, Swans and Ministry ever loomed large in the landscape of your imagination, Anderson's gloomy aesthetic may exert a sour but lingering pull.
968	A brilliant, harrowing performance by Bale.
969	It's not necessarily a fun or loveable picture, but it is interesting and entertaining.
970	With time as a buffer, it's now easier to see The Machinist for what it is: a labyrinthine leap down the rabbit hole into a nightmarish wonderland.
971	A brilliant psychological horror story, and excellent direction...
972	Here, shorn of every ounce of body fat, Bale is laid open like an autopsy specimen, and he easily gives his best performance.
973	Happily, this extremely timely entertainment matches, even perhaps surpasses its predecessor.
974	Demme serves the picture completely.
975	Strikes me as a very artful cover -- about the cleverest imaginable transliteration of the story from its historical moment to ours.
976	Far from a disgrace, but it's not freewheeling enough, not strange enough to make sense of our gathering dread.
977	Beautifully made and unsurpassingly creepy, it's the rare remake with something contemporary to add.
978	If it isn't the original's equal, The Manchurian Candidate conjures up an air of menace sufficient to make most modern thrillers look like romantic comedies.
979	Sleek remake is more violent than original.
980	This humorless and nonsensical update of The Manchurian Candidate - a total misread of Frankenheimer's classic original - never quite engages, devolving the original's camp and satire into self-serious melodrama.
981	A rather decent imitation in the end with political subtext and very good performances.
982	It is as shocking now as it was forty years ago, but nothing in the 2004 version approaches that level of intensity, intelligence, or audacity.
983	Demme's direction is as punctilious as it was in Silence of the Lambs, careful with details and craftsmanlike with storytelling -- although we do have to work a bit to stay on top of things.
984	These whispered ruminations are beautifully written, but whose voice are we hearing?
985	The New World isn't Terrence Malick's best, but it's guiding him in the right direction.
986	The New World laps over its audience like water on a deserted beach, moving so quietly that you almost don't notice that it's enveloped you.
987	The New World is stately almost to the point of being static and thus has trouble finding a central story around which to arrange itself; it's not quite the thin dead line, but it's close.
988	He [Malick] swoons for his own well-honed image as a painter of woodland idylls, a man who leaves no sway of wheat or ripple of water unmet by his fatherly gaze.
989	Through elliptical and seemingly oblique methods, he [Malick] forges moments of staggering emotional power.
990	Any ambience created in tandem by Lubezki and Malick repeatedly dissipates in the face of the plodding treatment of fascinating material.
991	Great works, when they next-to-never come, are always accompanied by giggles.
992	Malick manages to do something I never thought possible, and that's make America seem like a New World to begin with.
993	Discovery is a sensory experience by nature, and to lightly run one's fingers through someone's hair in The New World is to know them in some fundamental way.
994	It is about the dreams we have when we are awake but in a state of absolute peace and perfect self-reflection.
995	The connection between the two narratives is supposed to be a big, heartbreaking surprise, though I figured it out well in advance and spent the interim unfavorably comparing this greatest-generation hanky wringer to the British drama Iris.
996	How rare to see a film that says there is still a value system out there, that being thoughtful and caring is not uncool.
997	The movie not only approaches a level of shamelessness you have to see to disbelieve, it does it in a manner that's both inept and crass.
998	May be one hundred percent sap, but its spirit is anything but cloying, thanks to persuasive performances, most notably from Rachel McAdams.
999	This is a movie that isn't ashamed to wring each teardrop by any means necessary.
1000	Our resistance is broken down, and the hankies are out.
1001	If you ever want to see a flawless example of a movie which is redeemed from mediocrity solely through the cast, there is hardly a better one than this.
1002	A very engrossing and entertaining sudsy romance with top notch performances.
1003	for someone who loves these sorts of stories, it would be a fantastic movie
1004	I prepared myself for a tearjerker; what I didn't prepare for was an outright gusher.
1005	This is extraneous for anyone who's seen the original film or show, presumably leaving everyone else to wonder what all the fuss has been about.
1006	Not so much a film as an awkwardly framed souvenir of the Broadway hit musical, The Producers needs a live audience like a candle needs oxygen.
1007	... an unabashedly old-fashioned musical filled with song, dance, and shtick so shticky you could hang wallpaper with it.
1008	Nathan Lane, Matthew Broderick and Gary Beach have their singing, dancing and kvetching in the Broadway smash The Producers immortalized on film.
1009	There's a song in the stage musical version of 'The Producers' that, if you flipped the title to pose the opposite question, could summarize the letdown diehard fans will feel if they catch the new movie of Mel Brooks' gloriously retro Broadway smash.
1010	The original was far funnier and somehow managed to cut to the chase with less of a song and dance.
1011	Be prepared to laugh from the opening credits through the closing credits.
1012	The play is everything in this uneven movie, which is alternately groan-inducing and side-splitting.
1013	Confirmed my original opinion that the musical version of The Producers was a flash-in-the-pan success that won't be remembered ten years from now.
1014	Director Stroman (who also choreographed the film) has also paid tribute to the theatre by casting such stage stars as Brent Barrett, Debra Monk, Karen Ziemba and Andrea Martin.
1015	The real reason to see this film is the addition of the musical numbers -- catchy and clever songs, written in the style of classic 1950s Broadway musicals.
1016	There's something to be said for letting a comic book adaptation operate at the level of a comic book, dispensing cheap laughs and ice-cold sadism.
1017	Ultimately, Frank's victim -to-vigilante transformation is so morally unexplored it's emotionally alienating.
1018	There isn't a moment in The Punisher that isn't borrowed or stolen from another movie.
1019	Mismanages its greatest asset: an unusual embarrassment of camp riches.
1020	... a lot of fun.
1021	Gets us lost early in the first half-hour and never succeeds in completely luring us in.
1022	good fun to watch the bad guys drop like flies
1023	Bad big screen adaptation of comic book.
1024	Standard, styleless revenge fantasy.
1025	Despite some admittedly strong moments it's certainly nothing special and barely above ordinary.
1026	If you thought "Daredevil" was lousy, then you'll be thoroughly irritated by the asleep-at-the-wheel pacing of the story of the Punisher's origin.
1027	Yet another trophy in Marvel's movie gallery...
1028	A lesser director might make all of this deadly earnest, but Frears treats it as what you might call a tragi-comedy of manners, perfectly serious but human foibles everywhere.
1029	Both [Michael Sheen and Helen Mirren] understand the prickly push-and-pull that defines the fight -- the Gray Monarch v. the Great Modernizer -- and give quiet gravitas to the polite but firm standoffs.
1030	With its lavish imagery and elegant writing, The Queen is a majestic film, and Mirren is the heir apparent to be crowned best actress of the year.
1031	Allows us to understand just how heavy the crown really sits.
1032	Helen Mirren gives perhaps her most remarkable performance in an already remarkable career.
1033	The Queen will knock your socks off.
1034	Stuffed with stinging truths about swiftly turning winds of public opinion, Stephen Frears' film is a tough, fair-minded and, at times, morbidly satirical depiction of the extraordinary circumstance of leading in grief as well as government.
1035	Trenchantly stages its climax around the passing of an era
1036	Surely to be considered at Oscar time.
1037	Here I suspected the ultimate villain almost from the very beginning -- and, if I wasn't fooled, I can't imagine anyone else will be, either.
1038	The Recruit weighs in like a porous brick of recycled polypropylene.
1039	I liked all those set pieces where they set up these elaborate schemes, and you're not sure who the good guy is, and the bad guy.
1040	A conjurer's trick that delights for about an hour, then spirals into idiocy.
1041	A compelling, if throwaway, drama.
1042	It's nothing but style and noise, threadbare of content, empty of ideas.
1043	Above-average thriller, but not very memorable.
1044	I'm still hoping Pacino will dazzle with a great performance eventually...
1045	The film still makes a diverting entertainment in spite of its obviousness.
1046	Pacino's puppet-stringing of his recruit is reminiscent of Peter O'Toole's manipulative character in 1980's 'The Stunt Man.'
1047	As someone who's watched more bad movies than you can imagine, I'm mostly immune to the so-bad-it's-good aesthetic, though I can see how, viewed in a theater at midnight after a few drinks, this might conjure up its own hilariously demented reality.
1048	The Room, has been maligned as one of the most inept movies ever made when in fact it is a sardonic comedy about sexual politics in the age of terror.
1049	Given audience reaction at screening attended, pic may be something of a first: A movie that prompts most of its viewers to ask for their money back -- before even 30 minutes have passed.
1050	One of the only films from the whole of the 21st Century to live up to every fragment of its hype.
1051	If there is a 21st-century Edward D. Wood Jr., it is probably Tommy Wiseau.
1052	Trust me, you've gotta check this thing out at least once, especially if you like football.
1053	A movie so bad, so inept, so unbelievably painful, it's almost impossible to comprehend anyone thought it would be great on-screen...
1054	The question becomes, How much punishment can the audience take and still keep on howling?
1055	Watching The Room is like crossing over to a counterfactual universe where the rules of film grammar and screenwriting have been written by Dan Brown.
1056	Cult-phenom amateur melodrama best left to adults.
1057	A mediocre time-waster
1058	[The film] has more holes than Bush's war plan and employs less fluent English.
1059	Nobody's better than Michael Douglass as playing that guy who makes that big mistake, and then spends the rest of the movie trying to atone for it.
